,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
9259,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9260,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9261,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9262,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9263,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9264,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9265,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9266,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9267,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9268,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9269,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9270,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9271,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9272,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9273,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9274,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9275,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9276,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9277,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9278,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9279,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9280,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9281,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9282,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9283,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9284,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9285,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9286,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9287,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9288,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9289,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9290,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9291,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9292,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9293,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9294,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9295,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9296,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9297,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9298,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9299,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9300,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9301,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9302,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9303,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9304,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9305,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9306,"One Springfield Drive, Leatherhead, KT22 7NL",,"39,695 ",
9307,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9308,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9309,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9310,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9311,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9312,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9313,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9314,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9315,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9316,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9317,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9318,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9319,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9320,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9321,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9322,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9323,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9324,"One Springfield Drive, Leatherhead, KT22 7NL",,"39,695 ",
9325,"Units 1 & 2 Balksbury Hill, Upper Clatford, Andover, SP11 7LW",,"32,598 ",
9326,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9327,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9328,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9329,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9330,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9331,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9332,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9333,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9334,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9335,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9336,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9337,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9338,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9339,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9340,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9341,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9342,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9343,"One Springfield Drive, Leatherhead, KT22 7NL",,"39,695 ",
9344,"Units 1 & 2 Balksbury Hill, Upper Clatford, Andover, SP11 7LW",,"32,598 ",
9345,"Eagle House, Joule Road, Andover, SP10 3UX",,"10,067 ",
9346,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9347,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9348,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9349,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9350,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9351,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9352,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9353,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9354,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9355,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9356,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9357,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9358,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9359,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9360,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9361,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9362,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9363,"One Springfield Drive, Leatherhead, KT22 7NL",,"39,695 ",
9364,"Units 1 & 2 Balksbury Hill, Upper Clatford, Andover, SP11 7LW",,"32,598 ",
9365,"Eagle House, Joule Road, Andover, SP10 3UX",,"10,067 ",
9366,"Plot 5c, Andover Business Park , Andover Business Park, Andover, SP11 8BF",,784414 ,
9367,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9368,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9369,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9370,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9371,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9372,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9373,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9374,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9375,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9376,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9377,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9378,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9379,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9380,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9381,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9382,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9383,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9384,"One Springfield Drive, Leatherhead, KT22 7NL",,"39,695 ",
9385,"Units 1 & 2 Balksbury Hill, Upper Clatford, Andover, SP11 7LW",,"32,598 ",
9386,"Eagle House, Joule Road, Andover, SP10 3UX",,"10,067 ",
9387,"Plot 5c, Andover Business Park , Andover Business Park, Andover, SP11 8BF",,784414 ,
9388,"340 - 342 Athlon Road, Alperton, HA0 1BX",8250000.0,"33,552 ",
9389,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9390,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9391,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9392,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9393,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9394,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9395,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9396,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9397,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9398,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9399,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9400,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9401,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9402,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9403,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9404,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9405,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9406,"One Springfield Drive, Leatherhead, KT22 7NL",,"39,695 ",
9407,"Units 1 & 2 Balksbury Hill, Upper Clatford, Andover, SP11 7LW",,"32,598 ",
9408,"Eagle House, Joule Road, Andover, SP10 3UX",,"10,067 ",
9409,"Plot 5c, Andover Business Park , Andover Business Park, Andover, SP11 8BF",,784414 ,
9410,"340 - 342 Athlon Road, Alperton, HA0 1BX",8250000.0,"33,552 ",
9411,"Horizon East & Horizon West, Randalls Way, Leatherhead, KT22 7TW",3150000.0,"9,890 "," 20,711 "
9412,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9413,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9414,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9415,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9416,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9417,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9418,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9419,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9420,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9421,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9422,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9423,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9424,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9425,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9426,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9427,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9428,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9429,"One Springfield Drive, Leatherhead, KT22 7NL",,"39,695 ",
9430,"Units 1 & 2 Balksbury Hill, Upper Clatford, Andover, SP11 7LW",,"32,598 ",
9431,"Eagle House, Joule Road, Andover, SP10 3UX",,"10,067 ",
9432,"Plot 5c, Andover Business Park , Andover Business Park, Andover, SP11 8BF",,784414 ,
9433,"340 - 342 Athlon Road, Alperton, HA0 1BX",8250000.0,"33,552 ",
9434,"Horizon East & Horizon West, Randalls Way, Leatherhead, KT22 7TW",3150000.0,"9,890 "," 20,711 "
9435,"B1 Office Suitable For Other Uses, Kentonian Close, Harrow, HA3 8FF",,206 ," 1,500 "
9436,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ",1100000.0,"4,162 ",
9437,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG",495000.0,"1,760 ",
9438,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD",875000.0,"3,071 ",
9439,"Lock-up Shop, 1 College Hill, Haslemere, GU27 2JH",195000.0,471 ,
9440,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.0,"1,238 ",
9441,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
9442,"255 Guildford Road, Effingham, KT245NP",,5229 ,
9443,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,"2,862 ",
9444,"2 High Street, Great Bookham, KT23 4AF",675000.0,"2,416 ",
9445,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.0,"1,595 ",
9446,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.0,,
9447,"Dorincourt, Oaklawn Road, Leatherhead, KT220BT",,337734 ,
9448,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,"3,110 "," 39,695 "
9449,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.0,"11,579 ",
9450,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.0,"33,332 ",
9451,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.0,"1,921 ",
9452,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX",110000.0,"1,500 ",
9453,"One Springfield Drive, Leatherhead, KT22 7NL",,"39,695 ",
9454,"Units 1 & 2 Balksbury Hill, Upper Clatford, Andover, SP11 7LW",,"32,598 ",
9455,"Eagle House, Joule Road, Andover, SP10 3UX",,"10,067 ",
9456,"Plot 5c, Andover Business Park , Andover Business Park, Andover, SP11 8BF",,784414 ,
9457,"340 - 342 Athlon Road, Alperton, HA0 1BX",8250000.0,"33,552 ",
9458,"Horizon East & Horizon West, Randalls Way, Leatherhead, KT22 7TW",3150000.0,"9,890 "," 20,711 "
9459,"B1 Office Suitable For Other Uses, Kentonian Close, Harrow, HA3 8FF",,206 ," 1,500 "
9460,"2 Bridge Street, Leatherhead, KT22 8BZ",900000.0,"2,228 ",
9461,"Retail Premises with Offices Above, 202- 204 High Street, Cranleigh, GU6 8RL",495000.0,"1,400 ",
9462,"Retail Premises with Offices Above, 202- 204 High Street, Cranleigh, GU6 8RL",495000.0,"1,400 ",
9463,"49-51 High Street, Leatherhead, KT22 8AG",,,
9464,"Retail Premises with Offices Above, 202- 204 High Street, Cranleigh, GU6 8RL",495000.0,"1,400 ",
9465,"49-51 High Street, Leatherhead, KT22 8AG",,,
9466,"33-35 High Street, Leatherhead, KT22 8AB",,"1,919 ",
9467,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9468,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9469,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9470,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9471,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9472,"Maidenhead Branch, 40-42 High Street, Maidenhead, SL6 1QE",,"9,583 ",
9473,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9474,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9475,"Maidenhead Branch, 40-42 High Street, Maidenhead, SL6 1QE",,"9,583 ",
9476,"Development Or Refurbishment Opportunity, 42 Queen Street, Maidenhead, SL6 1HZ",,"5,219 ",
9477,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9478,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9479,"Maidenhead Branch, 40-42 High Street, Maidenhead, SL6 1QE",,"9,583 ",
9480,"Development Or Refurbishment Opportunity, 42 Queen Street, Maidenhead, SL6 1HZ",,"5,219 ",
9481,"1a Cordwallis Road, Maidenhead, SL6 7DQ",,"2,353 ",
9482,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9483,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9484,"Maidenhead Branch, 40-42 High Street, Maidenhead, SL6 1QE",,"9,583 ",
9485,"Development Or Refurbishment Opportunity, 42 Queen Street, Maidenhead, SL6 1HZ",,"5,219 ",
9486,"1a Cordwallis Road, Maidenhead, SL6 7DQ",,"2,353 ",
9487,"Maidenhead Branch, Unit 7 Lake End Court, Taplow, Maidenhead, SL6 0JQ",,"2,405 ",
9488,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9489,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9490,"Maidenhead Branch, 40-42 High Street, Maidenhead, SL6 1QE",,"9,583 ",
9491,"Development Or Refurbishment Opportunity, 42 Queen Street, Maidenhead, SL6 1HZ",,"5,219 ",
9492,"1a Cordwallis Road, Maidenhead, SL6 7DQ",,"2,353 ",
9493,"Maidenhead Branch, Unit 7 Lake End Court, Taplow, Maidenhead, SL6 0JQ",,"2,405 ",
9494,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
9495,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9496,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9497,"Maidenhead Branch, 40-42 High Street, Maidenhead, SL6 1QE",,"9,583 ",
9498,"Development Or Refurbishment Opportunity, 42 Queen Street, Maidenhead, SL6 1HZ",,"5,219 ",
9499,"1a Cordwallis Road, Maidenhead, SL6 7DQ",,"2,353 ",
9500,"Maidenhead Branch, Unit 7 Lake End Court, Taplow, Maidenhead, SL6 0JQ",,"2,405 ",
9501,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
9502,"Maidenhead Branch, 6 Harrow Lane, Maidenhead, SL6 7PE",,"1,373 ",
9503,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9504,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9505,"Maidenhead Branch, 40-42 High Street, Maidenhead, SL6 1QE",,"9,583 ",
9506,"Development Or Refurbishment Opportunity, 42 Queen Street, Maidenhead, SL6 1HZ",,"5,219 ",
9507,"1a Cordwallis Road, Maidenhead, SL6 7DQ",,"2,353 ",
9508,"Maidenhead Branch, Unit 7 Lake End Court, Taplow, Maidenhead, SL6 0JQ",,"2,405 ",
9509,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
9510,"Maidenhead Branch, 6 Harrow Lane, Maidenhead, SL6 7PE",,"1,373 ",
9511,"82, 82a Furze Platt Road, Maidenhead, SL6 7NH",,"2,165 ",
9512,"2a Howarth Road, Maidenhead, SL6 1AP",,"9,351 ",
9513,"13 Bridge Street, Maidenhead, SL6 8LR",,"1,693 ",
9514,"Maidenhead Branch, 40-42 High Street, Maidenhead, SL6 1QE",,"9,583 ",
